method,seed,variant,evaluation,n,tflite_bytes,conversion_seconds,evaluation_seconds,accuracy,macro_f1,multiclass_gmean,balanced_accuracy,original_macro_f1,delta_macro_f1_vs_original,agreement_with_original,agreement_with_fp32,max_raw_row_sum_error,recall_tumor,recall_stroma,recall_complex,recall_lympho,recall_debris,recall_mucosa,recall_adipose,recall_empty
resnet18,42,int8_dynamic,test_blur,500,11260656,0.0429744200082495,0.6769748820224777,0.766,0.7662784071285562,0.7377849988042458,0.7773010792790358,0.7604397180953391,0.0058386890332171,0.99,0.99,1.788139343261719e-07,0.9552238805970148,0.8448275862068966,0.3970588235294117,0.6349206349206349,0.4705882352941176,0.9333333333333332,0.9824561403508772,1.0
resnet18,42,int8_dynamic,test_noise,500,11260656,0.0429744200082495,0.6639208450214937,0.892,0.8889220603976045,0.8746242395168629,0.8910959726144704,0.8908638582357886,-0.0019417978381841,0.998,0.998,2.384185791015625e-07,0.9552238805970148,0.5172413793103449,0.8676470588235294,0.9523809523809524,0.8529411764705882,0.9833333333333332,1.0,1.0
resnet18,42,int8_dynamic,test_brightness,500,11260656,0.0429744200082495,0.6687147279735655,0.738,0.7285253767027948,0.6677735702276197,0.7389534517611074,0.7367178727855985,-0.0081924960828037,0.988,0.988,2.384185791015625e-07,0.6567164179104478,0.2068965517241379,0.9264705882352942,0.9365079365079364,0.4411764705882353,0.8666666666666667,0.8771929824561403,1.0
resnet18,42,int8_dynamic,test_color,500,11260656,0.0429744200082495,0.6678163360338658,0.354,0.2650911115793329,0.0,0.342214871023036,0.2692934989963009,-0.0042023874169679,0.99,0.99,1.1920928955078125e-07,0.4029850746268656,0.0,0.8382352941176471,0.9523809523809524,0.0441176470588235,0.5,0.0,0.0
resnet18,42,int8_dynamic,test_jpeg,500,11260656,0.0429744200082495,0.6718674279982224,0.84,0.8403643420104175,0.8225450994732811,0.8391335153893432,0.8403697107166419,-5.368706224362363e-06,0.998,0.998,1.788139343261719e-07,0.9850746268656716,0.5344827586206896,0.75,0.6984126984126984,0.9117647058823528,0.8333333333333334,1.0,1.0
resnet18,42,int8_dynamic,test_resolution,500,11260656,0.0429744200082495,0.6586233030539006,0.664,0.6457195437982333,0.5808557288609566,0.6785561502729506,0.6403010105199036,0.0054185332783296,0.986,0.988,1.788139343261719e-07,0.9552238805970148,0.7931034482758621,0.2058823529411764,0.3015873015873015,0.3235294117647059,0.8666666666666667,0.9824561403508772,1.0
resnet18,42,int8_dynamic,test_occlusion,500,11260656,0.0429744200082495,0.6537650059908628,0.896,0.8958333279722572,0.888857510351649,0.896699288739342,0.891947168216289,0.0038861597559681,0.996,0.996,1.788139343261719e-07,0.9701492537313432,0.6551724137931034,0.8676470588235294,0.9365079365079364,0.7941176470588235,0.95,1.0,1.0
resnet18,42,int8_dynamic,test_rotation,500,11260656,0.0429744200082495,0.6481105131097138,0.882,0.8790221295587304,0.8667653530656868,0.8818203007607319,0.8879021174545176,-0.0088799878957872,0.992,0.992,1.788139343261719e-07,0.9552238805970148,0.5344827586206896,0.8529411764705882,0.9206349206349206,0.8088235294117647,1.0,0.9824561403508772,1.0
resnet18,42,int8_static,test_clean,500,11320240,3.1206434520427138,0.6673421249724925,0.914,0.913739249906428,0.9062274272081028,0.9139069305025148,0.9052183436240924,0.0085209062823354,0.99,0.99,0.00390625,0.9850746268656716,0.6551724137931034,0.8823529411764706,0.9523809523809524,0.8529411764705882,0.9833333333333332,1.0,1.0
resnet18,42,int8_static,test_blur,500,11320240,3.1206434520427138,0.6867798250168562,0.756,0.7560328436713668,0.7248198546621895,0.7672561533484645,0.7604397180953391,-0.0044068744239722,0.986,0.986,0.0078125,0.9701492537313432,0.8448275862068966,0.3676470588235294,0.6190476190476191,0.4705882352941176,0.8833333333333333,0.9824561403508772,1.0
resnet18,42,int8_static,test_noise,500,11320240,3.1206434520427138,0.6548051800346002,0.894,0.8909788058263228,0.87625688777987,0.89247144817783,0.8908638582357886,0.0001149475905342,0.992,0.992,0.00390625,0.9701492537313432,0.5172413793103449,0.8823529411764706,0.9523809523809524,0.8676470588235294,0.95,1.0,1.0
resnet18,42,int8_static,test_brightness,500,11320240,3.1206434520427138,0.6494034570641816,0.74,0.7335036048599344,0.6754660787986263,0.7402911172821198,0.7367178727855985,-0.0032142679256641,0.978,0.978,0.0078125,0.6716417910447762,0.2241379310344827,0.9411764705882352,0.9365079365079364,0.4558823529411764,0.8333333333333334,0.8596491228070176,1.0
resnet18,42,int8_static,test_color,500,11320240,3.1206434520427138,0.6762516979360953,0.352,0.2597951962732908,0.0,0.3382997477598004,0.2692934989963009,-0.00949830272301,0.946,0.946,0.00390625,0.4477611940298507,0.0,0.8823529411764706,0.984126984126984,0.0588235294117647,0.3333333333333333,0.0,0.0
resnet18,42,int8_static,test_jpeg,500,11320240,3.1206434520427138,0.7286363949533552,0.838,0.8383846485011188,0.8199969384681735,0.8368050840167942,0.8403697107166419,-0.001985062215523,0.99,0.99,0.0078125,0.9850746268656716,0.5344827586206896,0.75,0.6984126984126984,0.9264705882352942,0.8,1.0,1.0
resnet18,42,int8_static,test_resolution,500,11320240,3.1206434520427138,0.6916852029971778,0.65,0.624750224867165,0.5461341306015813,0.6644495996925194,0.6403010105199036,-0.0155507856527385,0.986,0.984,0.0078125,0.9701492537313432,0.7931034482758621,0.1911764705882352,0.1904761904761904,0.3382352941176471,0.85,0.9824561403508772,1.0
resnet18,42,int8_static,test_occlusion,500,11320240,3.1206434520427138,0.6693166639888659,0.898,0.8981241738206546,0.8906951399892334,0.898564960381133,0.891947168216289,0.0061770056043655,0.994,0.994,0.0078125,0.9850746268656716,0.6551724137931034,0.8529411764705882,0.9365079365079364,0.8088235294117647,0.95,1.0,1.0
resnet18,42,int8_static,test_rotation,500,11320240,3.1206434520427138,0.6516309999860823,0.888,0.8864930724945796,0.8767574985707813,0.8877238519221469,0.8879021174545176,-0.0014090449599379,0.99,0.99,0.00390625,0.9701492537313432,0.5862068965517241,0.8529411764705882,0.9365079365079364,0.8235294117647058,0.95,0.9824561403508772,1.0
resnet18,43,fp32,test_clean,500,44715460,3.5443189489888027,2.25115820101928,0.91,0.91031609930388,0.9035879293806348,0.9099395811780402,0.91031609930388,0.0,1.0,1.0,1.788139343261719e-07,0.9402985074626866,0.6724137931034483,0.8382352941176471,0.9523809523809524,0.9264705882352942,0.9666666666666668,1.0,0.9830508474576272
