method,seed,variant,evaluation,n,tflite_bytes,conversion_seconds,evaluation_seconds,accuracy,macro_f1,multiclass_gmean,balanced_accuracy,original_macro_f1,delta_macro_f1_vs_original,agreement_with_original,agreement_with_fp32,max_raw_row_sum_error,recall_tumor,recall_stroma,recall_complex,recall_lympho,recall_debris,recall_mucosa,recall_adipose,recall_empty
resnet18,43,fp32,test_blur,500,44715460,3.5443189489888027,2.225536230951548,0.752,0.7492178227647737,0.7193588350783977,0.7578442251080089,0.7471779086558941,0.0020399141088796,0.998,1.0,2.384185791015625e-07,0.8208955223880597,0.7586206896551724,0.4852941176470588,0.3492063492063492,0.8823529411764706,0.7833333333333333,1.0,0.9830508474576272
resnet18,43,fp32,test_noise,500,44715460,3.5443189489888027,2.255107628996484,0.908,0.9061522755013042,0.8956670655752296,0.906689988323228,0.9061522755013042,0.0,1.0,1.0,2.384185791015625e-07,0.9552238805970148,0.5862068965517241,0.8676470588235294,0.9682539682539684,0.9264705882352942,0.9666666666666668,1.0,0.9830508474576272
resnet18,43,fp32,test_brightness,500,44715460,3.5443189489888027,2.3431170460535213,0.766,0.7560507910968691,0.71730097658721,0.7650985729729043,0.7560507910968691,0.0,1.0,1.0,1.788139343261719e-07,0.7313432835820896,0.2586206896551724,0.7941176470588235,0.984126984126984,0.6911764705882353,0.7666666666666667,0.8947368421052632,1.0
resnet18,43,fp32,test_color,500,44715460,3.5443189489888027,2.3329964679433037,0.344,0.2671312956859244,0.0,0.3280179982440737,0.2671312956859244,0.0,1.0,1.0,1.788139343261719e-07,0.6417910447761194,0.0,0.5588235294117647,1.0,0.3235294117647059,0.1,0.0,0.0
resnet18,43,fp32,test_jpeg,500,44715460,3.5443189489888027,2.179086980991997,0.84,0.8400438637914864,0.813515492230118,0.8387971220397576,0.8375441222385513,0.002499741552935,0.998,1.0,1.788139343261719e-07,0.9552238805970148,0.4655172413793103,0.7794117647058824,0.6190476190476191,0.9411764705882352,0.95,1.0,1.0
resnet18,43,fp32,test_resolution,500,44715460,3.5443189489888027,2.218253548955545,0.672,0.6365914205506517,0.4959429339554376,0.6807335245059289,0.6347258633950931,0.0018655571555585,0.998,1.0,2.384185791015625e-07,0.8208955223880597,0.7758620689655172,0.3235294117647059,0.0317460317460317,0.7941176470588235,0.7166666666666667,1.0,0.9830508474576272
resnet18,43,fp32,test_occlusion,500,44715460,3.5443189489888027,2.231070071924478,0.886,0.8875034915930071,0.8811241832760507,0.8865980430702598,0.8875034915930071,0.0,1.0,1.0,1.788139343261719e-07,0.8805970149253731,0.6724137931034483,0.8529411764705882,0.9047619047619048,0.8823529411764706,0.9166666666666666,1.0,0.9830508474576272
resnet18,43,fp32,test_rotation,500,44715460,3.5443189489888027,2.287058430025354,0.912,0.91278795073305,0.9047059178407856,0.9118404944753676,0.91278795073305,0.0,1.0,1.0,2.384185791015625e-07,0.9402985074626866,0.6551724137931034,0.8676470588235294,0.9365079365079364,0.9117647058823528,0.9833333333333332,1.0,1.0
resnet18,43,fp16_weights,test_clean,500,22375776,0.0905796389561146,2.217838280950673,0.91,0.91031609930388,0.9035879293806348,0.9099395811780402,0.91031609930388,0.0,1.0,1.0,2.384185791015625e-07,0.9402985074626866,0.6724137931034483,0.8382352941176471,0.9523809523809524,0.9264705882352942,0.9666666666666668,1.0,0.9830508474576272
resnet18,43,fp16_weights,test_blur,500,22375776,0.0905796389561146,2.273540684953332,0.752,0.7492178227647737,0.7193588350783977,0.7578442251080089,0.7471779086558941,0.0020399141088796,0.998,1.0,2.384185791015625e-07,0.8208955223880597,0.7586206896551724,0.4852941176470588,0.3492063492063492,0.8823529411764706,0.7833333333333333,1.0,0.9830508474576272
resnet18,43,fp16_weights,test_noise,500,22375776,0.0905796389561146,2.177346832002513,0.908,0.9061522755013042,0.8956670655752296,0.906689988323228,0.9061522755013042,0.0,1.0,1.0,1.1920928955078125e-07,0.9552238805970148,0.5862068965517241,0.8676470588235294,0.9682539682539684,0.9264705882352942,0.9666666666666668,1.0,0.9830508474576272
resnet18,43,fp16_weights,test_brightness,500,22375776,0.0905796389561146,2.188465881976299,0.766,0.7560507910968691,0.71730097658721,0.7650985729729043,0.7560507910968691,0.0,1.0,1.0,2.384185791015625e-07,0.7313432835820896,0.2586206896551724,0.7941176470588235,0.984126984126984,0.6911764705882353,0.7666666666666667,0.8947368421052632,1.0
resnet18,43,fp16_weights,test_color,500,22375776,0.0905796389561146,2.227301705046557,0.344,0.2671312956859244,0.0,0.3280179982440737,0.2671312956859244,0.0,1.0,1.0,1.1920928955078125e-07,0.6417910447761194,0.0,0.5588235294117647,1.0,0.3235294117647059,0.1,0.0,0.0
resnet18,43,fp16_weights,test_jpeg,500,22375776,0.0905796389561146,2.203187481034547,0.84,0.8400438637914864,0.813515492230118,0.8387971220397576,0.8375441222385513,0.002499741552935,0.998,1.0,2.384185791015625e-07,0.9552238805970148,0.4655172413793103,0.7794117647058824,0.6190476190476191,0.9411764705882352,0.95,1.0,1.0
resnet18,43,fp16_weights,test_resolution,500,22375776,0.0905796389561146,2.198382359929383,0.672,0.6365914205506517,0.4959429339554376,0.6807335245059289,0.6347258633950931,0.0018655571555585,0.998,1.0,2.384185791015625e-07,0.8208955223880597,0.7758620689655172,0.3235294117647059,0.0317460317460317,0.7941176470588235,0.7166666666666667,1.0,0.9830508474576272
resnet18,43,fp16_weights,test_occlusion,500,22375776,0.0905796389561146,2.176339737954549,0.886,0.8875034915930071,0.8811241832760507,0.8865980430702598,0.8875034915930071,0.0,1.0,1.0,2.384185791015625e-07,0.8805970149253731,0.6724137931034483,0.8529411764705882,0.9047619047619048,0.8823529411764706,0.9166666666666666,1.0,0.9830508474576272
resnet18,43,fp16_weights,test_rotation,500,22375776,0.0905796389561146,2.2139571490697563,0.912,0.91278795073305,0.9047059178407856,0.9118404944753676,0.91278795073305,0.0,1.0,1.0,1.788139343261719e-07,0.9402985074626866,0.6551724137931034,0.8676470588235294,0.9365079365079364,0.9117647058823528,0.9833333333333332,1.0,1.0
resnet18,43,int8_dynamic,test_clean,500,11260656,0.0454552010633051,0.6731432490050793,0.912,0.9122951490190154,0.9055207841666612,0.9120229145113736,0.91031609930388,0.0019790497151352,0.998,0.998,1.788139343261719e-07,0.9402985074626866,0.6724137931034483,0.8382352941176471,0.9523809523809524,0.9264705882352942,0.9833333333333332,1.0,0.9830508474576272
resnet18,43,int8_dynamic,test_blur,500,11260656,0.0454552010633051,0.7182150969747454,0.75,0.747029093351786,0.716152028346146,0.7557164890418893,0.7471779086558941,-0.000148815304108,0.996,0.994,2.384185791015625e-07,0.835820895522388,0.7413793103448276,0.4705882352941176,0.3492063492063492,0.8823529411764706,0.7833333333333333,1.0,0.9830508474576272
resnet18,43,int8_dynamic,test_noise,500,11260656,0.0454552010633051,0.6860642910469323,0.908,0.9061522755013042,0.8956670655752296,0.906689988323228,0.9061522755013042,0.0,1.0,1.0,1.788139343261719e-07,0.9552238805970148,0.5862068965517241,0.8676470588235294,0.9682539682539684,0.9264705882352942,0.9666666666666668,1.0,0.9830508474576272
resnet18,43,int8_dynamic,test_brightness,500,11260656,0.0454552010633051,0.6921494510024786,0.766,0.7558544044642697,0.71730097658721,0.7650985729729043,0.7560507910968691,-0.0001963866325994,0.998,0.998,2.384185791015625e-07,0.7313432835820896,0.2586206896551724,0.7941176470588235,0.984126984126984,0.6911764705882353,0.7666666666666667,0.8947368421052632,1.0
resnet18,43,int8_dynamic,test_color,500,11260656,0.0454552010633051,0.6675989869982004,0.344,0.2674852361285729,0.0,0.3280179982440737,0.2671312956859244,0.0003539404426484,0.992,0.992,1.788139343261719e-07,0.6417910447761194,0.0,0.5588235294117647,1.0,0.3235294117647059,0.1,0.0,0.0
resnet18,43,int8_dynamic,test_jpeg,500,11260656,0.0454552010633051,0.6653871259186417,0.84,0.8400438637914864,0.813515492230118,0.8387971220397576,0.8375441222385513,0.002499741552935,0.998,1.0,2.384185791015625e-07,0.9552238805970148,0.4655172413793103,0.7794117647058824,0.6190476190476191,0.9411764705882352,0.95,1.0,1.0
resnet18,43,int8_dynamic,test_resolution,500,11260656,0.0454552010633051,0.700218404061161,0.668,0.6330881178733396,0.4933975526894725,0.6767401167980183,0.6347258633950931,-0.0016377455217534,0.998,0.996,1.788139343261719e-07,0.8208955223880597,0.7586206896551724,0.3235294117647059,0.0317460317460317,0.7794117647058824,0.7166666666666667,1.0,0.9830508474576272
resnet18,43,int8_dynamic,test_occlusion,500,11260656,0.0454552010633051,0.6835549059323967,0.886,0.8875034915930071,0.8811241832760507,0.8865980430702598,0.8875034915930071,0.0,1.0,1.0,2.384185791015625e-07,0.8805970149253731,0.6724137931034483,0.8529411764705882,0.9047619047619048,0.8823529411764706,0.9166666666666666,1.0,0.9830508474576272
resnet18,43,int8_dynamic,test_rotation,500,11260656,0.0454552010633051,0.6713950400007889,0.912,0.91278795073305,0.9047059178407856,0.9118404944753676,0.91278795073305,0.0,1.0,1.0,1.788139343261719e-07,0.9402985074626866,0.6551724137931034,0.8676470588235294,0.9365079365079364,0.9117647058823528,0.9833333333333332,1.0,1.0
resnet18,43,int8_static,test_clean,500,11320240,3.264732228941284,0.6530149200698361,0.908,0.9080453800376892,0.9006587953124363,0.9077844087642472,0.91031609930388,-0.0022707192661908,0.998,0.998,0.00390625,0.9402985074626866,0.6551724137931034,0.8382352941176471,0.9523809523809524,0.9264705882352942,0.9666666666666668,1.0,0.9830508474576272
resnet18,43,int8_static,test_blur,500,11320240,3.264732228941284,0.6532564630033448,0.742,0.7380823312773646,0.7056079139913998,0.7473090340200794,0.7471779086558941,-0.0090955773785295,0.98,0.982,0.0078125,0.8208955223880597,0.7413793103448276,0.5,0.3174603174603174,0.8823529411764706,0.7333333333333333,1.0,0.9830508474576272
resnet18,43,int8_static,test_noise,500,11320240,3.264732228941284,0.7104450450278819,0.906,0.903713695742794,0.8923310044155012,0.9045348159094352,0.9061522755013042,-0.0024385797585101,0.998,0.998,0.0078125,0.9552238805970148,0.5689655172413793,0.8676470588235294,0.9682539682539684,0.9264705882352942,0.9666666666666668,1.0,0.9830508474576272
resnet18,43,int8_static,test_brightness,500,11320240,3.264732228941284,0.6774055539863184,0.77,0.7627302790335428,0.7314593440671939,0.7692905315370814,0.7560507910968691,0.0066794879366737,0.972,0.972,0.0078125,0.7611940298507462,0.3103448275862069,0.7941176470588235,0.984126984126984,0.6764705882352942,0.7333333333333333,0.8947368421052632,1.0
resnet18,43,int8_static,test_color,500,11320240,3.264732228941284,0.6795266970293596,0.372,0.2910700263181672,0.0,0.3541081357916301,0.2671312956859244,0.0239387306322428,0.934,0.934,0.0078125,0.7014925373134329,0.0,0.6764705882352942,1.0,0.3382352941176471,0.1166666666666666,0.0,0.0
resnet18,43,int8_static,test_jpeg,500,11320240,3.264732228941284,0.6563125899992883,0.836,0.836114033589038,0.8090863009587493,0.8347296617222975,0.8375441222385513,-0.0014300886495133,0.994,0.996,0.00390625,0.9552238805970148,0.4655172413793103,0.7794117647058824,0.6031746031746031,0.9411764705882352,0.9333333333333332,1.0,1.0
resnet18,43,int8_static,test_resolution,500,11320240,3.264732228941284,0.674782132031396,0.672,0.636991599364552,0.4972416005277609,0.6804884264667133,0.6347258633950931,0.0022657359694588,0.994,0.992,0.0078125,0.8208955223880597,0.7758620689655172,0.3382352941176471,0.0317460317460317,0.7941176470588235,0.7,1.0,0.9830508474576272
resnet18,43,int8_static,test_occlusion,500,11320240,3.264732228941284,0.6761261899955571,0.888,0.8898065169883891,0.8839171169902813,0.888753215484053,0.8875034915930071,0.0023030253953819,0.994,0.994,0.00390625,0.8805970149253731,0.6896551724137931,0.8529411764705882,0.9047619047619048,0.8823529411764706,0.9166666666666666,1.0,0.9830508474576272
resnet18,43,int8_static,test_rotation,500,11320240,3.264732228941284,0.6783939340384677,0.912,0.91278795073305,0.9047059178407856,0.9118404944753676,0.91278795073305,0.0,1.0,1.0,0.0078125,0.9402985074626866,0.6551724137931034,0.8676470588235294,0.9365079365079364,0.9117647058823528,0.9833333333333332,1.0,1.0
resnet18_imagenet,42,fp32,test_clean,500,44715468,3.3525758660398424,2.327225344022736,0.97,0.9702941131933872,0.97067489269681,0.9710584507638438,0.9702941131933872,0.0,1.0,1.0,1.788139343261719e-07,0.9850746268656716,0.9655172413793104,0.9117647058823528,0.984126984126984,0.9558823529411764,1.0,1.0,0.9661016949152542
resnet18_imagenet,42,fp32,test_blur,500,44715468,3.3525758660398424,2.250348291010596,0.684,0.6595987532188778,0.5413695087045856,0.6934307451795808,0.6610689575090567,-0.0014702042901788,0.998,1.0,1.788139343261719e-07,0.7761194029850746,0.5862068965517241,0.0588235294117647,0.3492063492063492,0.8823529411764706,1.0,0.8947368421052632,1.0
resnet18_imagenet,42,fp32,test_noise,500,44715468,3.3525758660398424,2.2936799579765648,0.948,0.9488352088041664,0.9484231419550262,0.949993915205652,0.946880675640944,0.0019545331632224,0.998,1.0,2.384185791015625e-07,0.9850746268656716,0.913793103448276,0.8676470588235294,1.0,0.8676470588235294,0.9833333333333332,0.9824561403508772,1.0
resnet18_imagenet,42,fp32,test_brightness,500,44715468,3.3525758660398424,2.272058380069211,0.874,0.8703037817522267,0.8544293220265277,0.8706752434429903,0.8676731527168928,0.0026306290353338,0.998,1.0,1.788139343261719e-07,0.835820895522388,0.5172413793103449,0.8676470588235294,0.9523809523809524,0.9852941176470588,1.0,0.8070175438596491,1.0
resnet18_imagenet,42,fp32,test_color,500,44715468,3.3525758660398424,2.289161251042969,0.748,0.7442995353085906,0.7036532668585167,0.7489094414977935,0.7421959578735076,0.002103577435083,0.998,1.0,1.788139343261719e-07,0.7761194029850746,0.293103448275862,0.6617647058823529,0.984126984126984,0.5735294117647058,0.9833333333333332,0.7192982456140351,1.0
resnet18_imagenet,42,fp32,test_jpeg,500,44715468,3.3525758660398424,2.26062973390799,0.93,0.9305889667956252,0.9282754718651788,0.9302594022334634,0.9305889667956252,0.0,1.0,1.0,1.788139343261719e-07,0.9850746268656716,0.8448275862068966,0.8382352941176471,0.9047619047619048,0.9705882352941176,0.9833333333333332,1.0,0.9152542372881356
resnet18_imagenet,42,fp32,test_resolution,500,44715468,3.3525758660398424,2.222979678073898,0.668,0.6314077120627835,0.5178425193497297,0.6767247337170188,0.6347223499729988,-0.0033146379102153,0.998,1.0,1.788139343261719e-07,0.835820895522388,0.6551724137931034,0.1029411764705882,0.1269841269841269,0.8823529411764706,0.9333333333333332,0.8771929824561403,1.0
resnet18_imagenet,42,fp32,test_occlusion,500,44715468,3.3525758660398424,2.188482753001153,0.86,0.8335694528088473,0.7682051952126563,0.8564319928360398,0.8335694528088473,0.0,1.0,1.0,1.788139343261719e-07,0.9850746268656716,0.9655172413793104,0.8676470588235294,1.0,0.8970588235294118,0.9666666666666668,1.0,0.1694915254237288
resnet18_imagenet,42,fp32,test_rotation,500,44715468,3.3525758660398424,2.251183936954476,0.942,0.94270132672313,0.941476196188902,0.9433109529725978,0.94270132672313,0.0,1.0,1.0,2.384185791015625e-07,0.9850746268656716,0.8620689655172413,0.8382352941176471,0.9682539682539684,0.9264705882352942,0.9833333333333332,1.0,0.9830508474576272
resnet18_imagenet,42,fp16_weights,test_clean,500,22375776,0.0709214219823479,2.1916359199676663,0.97,0.9702941131933872,0.97067489269681,0.9710584507638438,0.9702941131933872,0.0,1.0,1.0,2.384185791015625e-07,0.9850746268656716,0.9655172413793104,0.9117647058823528,0.984126984126984,0.9558823529411764,1.0,1.0,0.9661016949152542
resnet18_imagenet,42,fp16_weights,test_blur,500,22375776,0.0709214219823479,2.2576974709518254,0.684,0.6595987532188778,0.5413695087045856,0.6934307451795808,0.6610689575090567,-0.0014702042901788,0.998,1.0,2.384185791015625e-07,0.7761194029850746,0.5862068965517241,0.0588235294117647,0.3492063492063492,0.8823529411764706,1.0,0.8947368421052632,1.0
resnet18_imagenet,42,fp16_weights,test_noise,500,22375776,0.0709214219823479,2.221731022000313,0.946,0.9469503623409672,0.9465281508667152,0.9480097882215252,0.946880675640944,6.968670002338584e-05,0.996,0.998,1.788139343261719e-07,0.9850746268656716,0.913793103448276,0.8676470588235294,0.984126984126984,0.8676470588235294,0.9833333333333332,0.9824561403508772,1.0
resnet18_imagenet,42,fp16_weights,test_brightness,500,22375776,0.0709214219823479,2.2196913430234417,0.874,0.8703037817522267,0.8544293220265277,0.8706752434429903,0.8676731527168928,0.0026306290353338,0.998,1.0,1.788139343261719e-07,0.835820895522388,0.5172413793103449,0.8676470588235294,0.9523809523809524,0.9852941176470588,1.0,0.8070175438596491,1.0
resnet18_imagenet,42,fp16_weights,test_color,500,22375776,0.0709214219823479,2.245768034015782,0.748,0.7442995353085906,0.7036532668585167,0.7489094414977935,0.7421959578735076,0.002103577435083,0.998,1.0,1.788139343261719e-07,0.7761194029850746,0.293103448275862,0.6617647058823529,0.984126984126984,0.5735294117647058,0.9833333333333332,0.7192982456140351,1.0
resnet18_imagenet,42,fp16_weights,test_jpeg,500,22375776,0.0709214219823479,2.187311902991496,0.93,0.9305889667956252,0.9282754718651788,0.9302594022334634,0.9305889667956252,0.0,1.0,1.0,1.788139343261719e-07,0.9850746268656716,0.8448275862068966,0.8382352941176471,0.9047619047619048,0.9705882352941176,0.9833333333333332,1.0,0.9152542372881356
resnet18_imagenet,42,fp16_weights,test_resolution,500,22375776,0.0709214219823479,2.208236371981912,0.668,0.6314077120627835,0.5178425193497297,0.6767247337170188,0.6347223499729988,-0.0033146379102153,0.998,1.0,2.384185791015625e-07,0.835820895522388,0.6551724137931034,0.1029411764705882,0.1269841269841269,0.8823529411764706,0.9333333333333332,0.8771929824561403,1.0
resnet18_imagenet,42,fp16_weights,test_occlusion,500,22375776,0.0709214219823479,2.2207843179348856,0.86,0.8335694528088473,0.7682051952126563,0.8564319928360398,0.8335694528088473,0.0,1.0,1.0,2.384185791015625e-07,0.9850746268656716,0.9655172413793104,0.8676470588235294,1.0,0.8970588235294118,0.9666666666666668,1.0,0.1694915254237288
resnet18_imagenet,42,fp16_weights,test_rotation,500,22375776,0.0709214219823479,2.1769000699277967,0.942,0.94270132672313,0.941476196188902,0.9433109529725978,0.94270132672313,0.0,1.0,1.0,1.788139343261719e-07,0.9850746268656716,0.8620689655172413,0.8382352941176471,0.9682539682539684,0.9264705882352942,0.9833333333333332,1.0,0.9830508474576272
resnet18_imagenet,42,int8_dynamic,test_clean,500,11260672,0.0425840269308537,0.6679200200596824,0.97,0.9705472515863496,0.9707000273984272,0.9713023311915262,0.9702941131933872,0.0002531383929624,0.99,0.99,1.788139343261719e-07,0.9850746268656716,0.9482758620689656,0.8970588235294118,0.984126984126984,0.9558823529411764,1.0,1.0,1.0
resnet18_imagenet,42,int8_dynamic,test_blur,500,11260672,0.0425840269308537,0.69535620091483,0.692,0.6701980255306674,0.5630949011294342,0.7004586581497187,0.6610689575090567,0.0091290680216107,0.98,0.978,2.384185791015625e-07,0.8059701492537313,0.5689655172413793,0.0735294117647058,0.3809523809523809,0.8970588235294118,1.0,0.8771929824561403,1.0
resnet18_imagenet,42,int8_dynamic,test_noise,500,11260672,0.0425840269308537,0.6959099479718134,0.948,0.948940208163072,0.9485187925215732,0.9498480235156428,0.946880675640944,0.002059532522128,0.992,0.994,1.788139343261719e-07,0.9850746268656716,0.913793103448276,0.8823529411764706,0.984126984126984,0.8676470588235294,0.9833333333333332,0.9824561403508772,1.0
resnet18_imagenet,42,int8_dynamic,test_brightness,500,11260672,0.0425840269308537,0.7143458829959854,0.87,0.8659479509532685,0.8496948764412598,0.8662892785307096,0.8676731527168928,-0.0017252017636243,0.994,0.992,1.788139343261719e-07,0.835820895522388,0.5172413793103449,0.8676470588235294,0.9523809523809524,0.9852941176470588,1.0,0.7719298245614035,1.0
resnet18_imagenet,42,int8_dynamic,test_color,500,11260672,0.0425840269308537,0.6870654260274023,0.748,0.7439174216591449,0.7034146188368585,0.7485546943357708,0.7421959578735076,0.0017214637856373,0.994,0.996,1.788139343261719e-07,0.7761194029850746,0.293103448275862,0.6764705882352942,0.984126984126984,0.5735294117647058,0.9833333333333332,0.7017543859649122,1.0
resnet18_imagenet,42,int8_dynamic,test_jpeg,500,11260672,0.0425840269308537,0.7039044561097398,0.93,0.930563621420464,0.928350846434136,0.9301850638451196,0.9305889667956252,-2.5345375161189843e-05,0.996,0.996,1.788139343261719e-07,0.9850746268656716,0.8448275862068966,0.8382352941176471,0.9047619047619048,0.9705882352941176,0.9833333333333332,0.9824561403508772,0.9322033898305084
resnet18_imagenet,42,int8_dynamic,test_resolution,500,11260672,0.0425840269308537,0.6796196639770642,0.672,0.6399701872009065,0.5402344619609368,0.6801561062660384,0.6347223499729988,0.0052478372279076,0.992,0.99,1.788139343261719e-07,0.835820895522388,0.6551724137931034,0.1470588235294117,0.1269841269841269,0.8823529411764706,0.9166666666666666,0.8771929824561403,1.0
resnet18_imagenet,42,int8_dynamic,test_occlusion,500,11260672,0.0425840269308537,0.7008454829920083,0.864,0.8447367647221022,0.8029445256628643,0.8608491967056456,0.8335694528088473,0.0111673119132549,0.984,0.984,1.788139343261719e-07,0.9701492537313432,0.9310344827586208,0.8676470588235294,1.0,0.8970588235294118,0.9666666666666668,1.0,0.2542372881355932
resnet18_imagenet,42,int8_dynamic,test_rotation,500,11260672,0.0425840269308537,0.6806621269788593,0.944,0.9447241914916822,0.943525161546006,0.9451491882667156,0.94270132672313,0.002022864768552,0.998,0.998,1.788139343261719e-07,0.9850746268656716,0.8620689655172413,0.8529411764705882,0.9682539682539684,0.9264705882352942,0.9833333333333332,1.0,0.9830508474576272
resnet18_imagenet,42,int8_static,test_clean,500,11320192,3.1425742630381137,0.6525494330562651,0.87,0.862302344647862,0.8326768746633141,0.8759909882635504,0.9702941131933872,-0.107991768545525,0.872,0.872,0.00390625,0.9850746268656716,0.8620689655172413,0.3235294117647059,1.0,0.9705882352941176,0.8666666666666667,1.0,1.0
resnet18_imagenet,42,int8_static,test_blur,500,11320192,3.1425742630381137,0.6804667060496286,0.728,0.6953140755865876,0.5649503441133392,0.7346464377391664,0.6610689575090567,0.0342451180775309,0.828,0.83,0.00390625,0.9850746268656716,0.5689655172413793,0.0441176470588235,0.5714285714285714,0.8970588235294118,0.9333333333333332,0.8771929824561403,1.0
resnet18_imagenet,42,int8_static,test_noise,500,11320192,3.1425742630381137,0.6678459839895368,0.828,0.8244691136673553,0.7894982827350479,0.8347398825581103,0.946880675640944,-0.1224115619735886,0.85,0.852,0.00390625,0.9850746268656716,0.8620689655172413,0.2941176470588235,0.8571428571428571,0.8970588235294118,0.8,0.9824561403508772,1.0
resnet18_imagenet,42,int8_static,test_brightness,500,11320192,3.1425742630381137,0.7105619290377945,0.848,0.8413683398555463,0.8211459855949969,0.8452975148850745,0.8676731527168928,-0.0263048128613465,0.882,0.88,0.00390625,0.9552238805970148,0.4482758620689655,0.6911764705882353,1.0,0.9705882352941176,0.8,0.9649122807017544,0.9322033898305084
resnet18_imagenet,42,int8_static,test_color,500,11320192,3.1425742630381137,0.7013736659428105,0.646,0.6290805508522119,0.54032966777577,0.6485552221493558,0.7421959578735076,-0.1131154070212956,0.774,0.776,0.00390625,1.0,0.3275862068965517,0.1323529411764706,0.984126984126984,0.5882352941176471,0.3666666666666666,0.7894736842105263,1.0
resnet18_imagenet,42,int8_static,test_jpeg,500,11320192,3.1425742630381137,0.6654752379981801,0.82,0.8058592487536027,0.7395569779887723,0.8267977394658821,0.9305889667956252,-0.1247297180420223,0.854,0.854,0.0078125,0.9850746268656716,0.7758620689655172,0.1617647058823529,0.8888888888888888,0.9705882352941176,0.9,1.0,0.9322033898305084
resnet18_imagenet,42,int8_static,test_resolution,500,11320192,3.1425742630381137,0.6963256149319932,0.708,0.669783033598517,0.5152830000231289,0.7152443206562722,0.6347223499729988,0.0350606836255181,0.83,0.83,0.00390625,1.0,0.6551724137931034,0.0294117647058823,0.365079365079365,0.9117647058823528,0.8833333333333333,0.8771929824561403,1.0
resnet18_imagenet,42,int8_static,test_occlusion,500,11320192,3.1425742630381137,0.640188408899121,0.792,0.771116905056831,0.7281117646509155,0.7948207171042975,0.8335694528088473,-0.0624525477520163,0.844,0.844,0.00390625,1.0,0.8448275862068966,0.2647058823529412,0.984126984126984,0.9411764705882352,0.9,1.0,0.423728813559322
resnet18_imagenet,42,int8_static,test_rotation,500,11320192,3.1425742630381137,0.6767644389765337,0.842,0.8281564557959671,0.7855393502313561,0.8485890124722597,0.94270132672313,-0.114544870927163,0.876,0.876,0.00390625,0.9850746268656716,0.7758620689655172,0.2352941176470588,0.9682539682539684,0.9411764705882352,0.9,1.0,0.9830508474576272
resnet18_imagenet,43,fp32,test_clean,500,44715468,6.356413102010265,2.217419645981863,0.94,0.9418896473142396,0.9404804176152256,0.942032088182674,0.9418896473142396,0.0,1.0,1.0,2.384185791015625e-07,0.9104477611940298,0.8793103448275862,0.8529411764705882,0.9523809523809524,0.9411764705882352,1.0,1.0,1.0
resnet18_imagenet,43,fp16_weights,test_clean,500,22375776,0.1199727329658344,2.248627154971473,0.94,0.9418896473142396,0.9404804176152256,0.942032088182674,0.9418896473142396,0.0,1.0,1.0,2.384185791015625e-07,0.9104477611940298,0.8793103448275862,0.8529411764705882,0.9523809523809524,0.9411764705882352,1.0,1.0,1.0
resnet18_imagenet,43,int8_dynamic,test_clean,500,11260672,0.042286648065783,0.6542622410925105,0.942,0.9437914113344732,0.9426326812510444,0.9442146969441404,0.9418896473142396,0.0019017640202334,0.994,0.994,2.384185791015625e-07,0.9253731343283582,0.896551724137931,0.8382352941176471,0.9523809523809524,0.9411764705882352,1.0,1.0,1.0
resnet18_imagenet,43,int8_static,test_clean,500,11320192,3.1644035750068724,0.6821022779913619,0.892,0.8871988167077082,0.8700250222418452,0.8964144162554368,0.9418896473142396,-0.0546908306065315,0.894,0.894,0.0078125,0.9850746268656716,0.7931034482758621,0.4411764705882353,1.0,0.9852941176470588,0.9666666666666668,1.0,1.0
resnet18_imagenet,43,fp32,test_blur,500,44715468,6.356413102010265,2.200743357068859,0.612,0.5607854454377049,0.0,0.6259740737271513,0.5610194790046105,-0.0002340335669055,0.998,1.0,1.788139343261719e-07,0.6119402985074627,0.6724137931034483,0.0,0.0317460317460317,0.7794117647058824,1.0,0.912280701754386,1.0
resnet18_imagenet,43,fp16_weights,test_blur,500,22375776,0.1199727329658344,2.277466982952319,0.612,0.5607854454377049,0.0,0.6259740737271513,0.5610194790046105,-0.0002340335669055,0.998,1.0,1.788139343261719e-07,0.6119402985074627,0.6724137931034483,0.0,0.0317460317460317,0.7794117647058824,1.0,0.912280701754386,1.0
resnet18_imagenet,43,int8_dynamic,test_blur,500,11260672,0.042286648065783,0.7016650029690936,0.608,0.5598353129422493,0.0,0.6224434948289255,0.5610194790046105,-0.0011841660623611,0.988,0.99,2.384185791015625e-07,0.6119402985074627,0.6724137931034483,0.0,0.0476190476190476,0.7352941176470589,1.0,0.912280701754386,1.0
resnet18_imagenet,43,int8_static,test_blur,500,11320192,3.1644035750068724,0.6723230259958655,0.676,0.6377291206794161,0.0,0.6876724097779896,0.5610194790046105,0.0767096416748056,0.822,0.822,0.00390625,0.8805970149253731,0.6724137931034483,0.0,0.3174603174603174,0.7352941176470589,0.9833333333333332,0.912280701754386,1.0
resnet18_imagenet,43,fp32,test_noise,500,44715468,6.356413102010265,2.3338048569858074,0.936,0.9373823210512208,0.9354042691758736,0.93733815771706,0.9373823210512208,0.0,1.0,1.0,1.788139343261719e-07,0.9701492537313432,0.8793103448275862,0.8235294117647058,0.984126984126984,0.9117647058823528,1.0,0.9298245614035088,1.0
