run,method,scenario,seed,status,error,path,n_train,originals_retained,fitted_vectors_or_images,train_seconds,training_cpu_core_percent,epochs,model_mb,batch1_median_ms,batch1_p95_ms,rss_peak_mb,vram_peak_mb,fit_cpu_core_percent,fit_gpu_global_percent,evaluation,n,accuracy,macro_f1,balanced_accuracy,mcc,kappa,top2_accuracy,nll,brier,ece,auroc_macro,multiclass_gmean,score_argmax_agreement
few5__resnet18__seed42,resnet18,few5,42,complete,,runs/2026-09-12/few5__resnet18__seed42,40,40,40,42.00254352716729,112.37414698343446,53,45.011183,4.075732489582151,5.352513748221099,2408.742912,4240.441344,113.36612903225806,69.6989247311828,test_clean,500,0.328,0.2543876560668053,0.33334317223767296,0.2951095308233566,0.22647303936239283,0.514,2.080615928583353,0.8909375187208011,0.20299165726021695,0.7290423688735048,0.0,1.0
few5__resnet18__seed43,resnet18,few5,43,complete,,runs/2026-09-12/few5__resnet18__seed43,40,40,40,29.943461230956018,113.38034617354778,9,45.011183,4.349945462308824,6.071374495513735,2395.045888,4152.36096,114.92539682539682,62.62698412698413,train,40,0.125,0.027777777777777776,0.125,0.0,0.0,0.25,2.3643230016641765,0.9401049962078314,0.12531253043060203,0.35071428571428576,0.0,1.0
few5__resnet18__seed43,resnet18,few5,43,complete,,runs/2026-09-12/few5__resnet18__seed43,40,40,40,29.943461230956018,113.38034617354778,9,45.011183,4.349945462308824,6.071374495513735,2395.045888,4152.36096,114.92539682539682,62.62698412698413,val_clean,500,0.138,0.03031634446397188,0.125,0.0,0.0,0.276,2.3141448005888763,0.9273013206082716,0.11370529803673653,0.3731107772332081,0.0,1.0
few5__resnet18__seed43,resnet18,few5,43,complete,,runs/2026-09-12/few5__resnet18__seed43,40,40,40,29.943461230956018,113.38034617354778,9,45.011183,4.349945462308824,6.071374495513735,2395.045888,4152.36096,114.92539682539682,62.62698412698413,test_clean,500,0.116,0.025985663082437275,0.125,0.0,0.0,0.252,2.349963202017527,0.9343853661713897,0.13043713556047304,0.3774868567351174,0.0,1.0
few5__yolo11n__seed42,yolo11n,few5,42,complete,,runs/2026-09-12/few5__yolo11n__seed42,40,40,40,41.41171105403919,315.0075103870315,32,3.204328,3.6856314982287586,6.1981936858501285,2618.216448,840.957952,334.081914893617,59.515957446808514,train,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0019475874510429877,3.376726217083958e-05,0.0019372888299153956,1.0,1.0,1.0
few5__yolo11n__seed42,yolo11n,few5,42,complete,,runs/2026-09-12/few5__yolo11n__seed42,40,40,40,41.41171105403919,315.0075103870315,32,3.204328,3.6856314982287586,6.1981936858501285,2618.216448,840.957952,334.081914893617,59.515957446808514,val_clean,500,0.764,0.7492845977700713,0.7510119429061283,0.7303698404617722,0.7291851226240584,0.876,0.8470116147910937,0.35988909462800883,0.10902548950432817,0.9565583087924274,0.7265287686784594,1.0
few5__yolo11n__seed42,yolo11n,few5,42,complete,,runs/2026-09-12/few5__yolo11n__seed42,40,40,40,41.41171105403919,315.0075103870315,32,3.204328,3.6856314982287586,6.1981936858501285,2618.216448,840.957952,334.081914893617,59.515957446808514,test_clean,500,0.74,0.7415490293968745,0.75155905284755,0.7066970323960623,0.7031394148649512,0.87,1.0631391251233868,0.3944163147834743,0.12607783913233994,0.9439651101590426,0.7264987706092277,1.0
few5__yolo11n__seed43,yolo11n,few5,43,complete,,runs/2026-09-12/few5__yolo11n__seed43,40,40,40,36.23533140809741,306.9379958124131,28,3.204008,4.561660462059081,6.615127110853789,2629.271552,801.112064,328.7679012345679,63.27160493827161,train,40,0.975,0.9747474747474747,0.975,0.9721231933059806,0.9714285714285714,1.0,0.0486507642862752,0.024446537398246704,0.022663864900576394,1.0,0.9724924724660731,1.0
few5__yolo11n__seed43,yolo11n,few5,43,complete,,runs/2026-09-12/few5__yolo11n__seed43,40,40,40,36.23533140809741,306.9379958124131,28,3.204008,4.561660462059081,6.615127110853789,2629.271552,801.112064,328.7679012345679,63.27160493827161,val_clean,500,0.766,0.7678776104191782,0.760221857317656,0.7336709227716807,0.731631679389313,0.88,0.8581155355880292,0.3590977843946989,0.07991371528814749,0.95181510944227,0.7514981815232407,1.0
few5__yolo11n__seed43,yolo11n,few5,43,complete,,runs/2026-09-12/few5__yolo11n__seed43,40,40,40,36.23533140809741,306.9379958124131,28,3.204008,4.561660462059081,6.615127110853789,2629.271552,801.112064,328.7679012345679,63.27160493827161,test_clean,500,0.766,0.7719104616718921,0.7728391205705054,0.7345349472920427,0.7325384161702244,0.892,0.8036072922277276,0.3525914119406724,0.07695498169668104,0.9534480609959375,0.7599742315632846,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,train,4000,0.869,0.8663231630603132,0.868008400616807,0.8523616774441282,0.8502490145977918,0.957,0.7814564461720629,0.3965362111172529,0.3416368632481002,0.9874164901682703,0.8601403835594466,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,val_clean,500,0.828,0.8262433072485768,0.8352655006510654,0.8074721839848135,0.8034267741876497,0.924,0.8550222577592022,0.43602305884555675,0.31871886864375476,0.9763632139622972,0.8209444613859517,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_clean,500,0.786,0.7802214916655392,0.7886605158403345,0.7603985178620036,0.7552461948789269,0.916,0.8752706538765473,0.44284457768427943,0.2758577855884431,0.9750961250242095,0.7623790057575974,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_blur,500,0.474,0.41386142888648214,0.4839403079845888,0.42736519989936667,0.3995845033445198,0.658,1.27442750917475,0.618474048958012,0.1393512442769381,0.8923763297272422,0.0,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_noise,500,0.55,0.44048664422613193,0.5493146388811685,0.508004831545114,0.4857495486023816,0.672,1.2992696319793873,0.6649612466607558,0.2456221135886723,0.946009477453705,0.0,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_brightness,500,0.442,0.3441188572446799,0.4430659924803684,0.4006012052157009,0.3609125893347993,0.682,1.465730636408116,0.739495783682072,0.14593966295153227,0.888847293125124,0.0,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_color,500,0.424,0.3353958541038912,0.41204585711450475,0.36541745896992545,0.33904326512627025,0.644,1.5393701532264532,0.7482606254606284,0.19166158825607238,0.9143593519017283,0.0,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_jpeg,500,0.714,0.6990697534615608,0.7169700453288893,0.6818146139406005,0.6730741092984125,0.884,0.920775663890649,0.4727236387420944,0.2147037494470513,0.9700218547018877,0.6731333264396041,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_resolution,500,0.472,0.4133594567547206,0.4830972867822839,0.4330270302565109,0.39800520816706275,0.654,1.310648642168494,0.6403388983914018,0.13237829323178285,0.8861333597189547,0.0,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_occlusion,500,0.386,0.26259519653383034,0.38955635829239155,0.33600346660248753,0.2974924829407376,0.666,1.3542727541358663,0.6651956931812316,0.11111512283644512,0.8969201033412619,0.0,1.0
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_rotation,500,0.644,0.6272147051568788,0.6509639532557878,0.6020557483677702,0.5931912092734121,0.83,0.998385771418257,0.5054051131343429,0.1481645975961743,0.9492169320971271,0.5700951130508713,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,train,4000,0.88025,0.8776096101312582,0.8791947480301212,0.8648158987173616,0.8631102382682045,0.962,0.7693280377062537,0.38626139970938006,0.34923023208460374,0.9882133910243074,0.8719332347324369,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,val_clean,500,0.83,0.8268782053192651,0.837186065892344,0.8093820931292617,0.8056938558111253,0.93,0.8478093170703639,0.427149259320841,0.31751936281951604,0.9760043622777442,0.8209745402141966,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_clean,500,0.808,0.805394756854946,0.8122542418676053,0.7849713482360123,0.7805132332229803,0.93,0.8629089491666254,0.43330912885398637,0.2958890208541362,0.9764023498335535,0.7923421495822015,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_blur,500,0.516,0.47191625247914204,0.5256948958862027,0.4652333002397647,0.44706441471082836,0.702,1.2233259764723496,0.588330762278713,0.09051269466104403,0.8949324120137772,0.0,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_noise,500,0.542,0.4332908305366308,0.5428961615435963,0.5017914755356042,0.47702089175931095,0.724,1.2329387075112819,0.6471175637822809,0.24661525647424518,0.9518013421976703,0.0,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_brightness,500,0.45,0.3609694898363398,0.4508269169601367,0.4042228328325264,0.3704558357599399,0.71,1.345497645186404,0.6656852584887649,0.10882304225490054,0.9054273288546404,0.0,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_color,500,0.412,0.31957130609876605,0.40103552899611505,0.3634744394677504,0.3239763069791398,0.646,1.428650300606666,0.721752863495879,0.11866759993487978,0.9151708111524519,0.0,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_jpeg,500,0.746,0.735053098218812,0.7501438843795876,0.7172145942561999,0.7097461307102306,0.904,0.9075726958494348,0.4628731943187821,0.24612716925592631,0.9719666401174912,0.7119805016674066,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_resolution,500,0.496,0.4447876623863466,0.5061648656548616,0.4494469609161753,0.42475734804006615,0.684,1.2526718958107765,0.6103665620476598,0.10836138049165527,0.8855420732265766,0.0,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_occlusion,500,0.456,0.3705946513848453,0.46528002882430974,0.41728659953784797,0.37859251203977007,0.69,1.3225983510627328,0.639297469841183,0.060402722561790446,0.9005608783071838,0.0,1.0
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_rotation,500,0.65,0.6397438486427518,0.659139182946223,0.6089156461405107,0.6002521837652133,0.842,0.9882946100149317,0.49776317367306394,0.1526765511601123,0.9483481948049832,0.596620343525756,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,train,4000,0.84525,0.8417816134258918,0.8439481402566397,0.8255228272208973,0.8230977597074569,0.95475,0.9271367336294499,0.4666390809826525,0.3855440797200372,0.9797052950979924,0.8324096331703027,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,val_clean,500,0.814,0.8124348835594994,0.8223447351514144,0.7908436595432209,0.7873731669509312,0.938,0.948346918185288,0.4785799789578239,0.363031753150006,0.97558063401155,0.8040567153646904,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_clean,500,0.802,0.8014379358295276,0.8069732594181283,0.7776795571688405,0.7737225610034832,0.934,0.9840650620322284,0.4939955168062067,0.3551744071904416,0.9715635666970187,0.7884210386468858,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_blur,500,0.528,0.4911529266475041,0.53961061142615,0.4786113912179984,0.4615437267562573,0.712,1.24786985120282,0.611342508772899,0.13645815313227846,0.8942286100279135,0.0,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_noise,500,0.544,0.4439792801896588,0.5449135877319569,0.5005801485711727,0.47938073708727225,0.772,1.293401609583295,0.6708330845249199,0.2433938714338686,0.9427539624671566,0.0,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_brightness,500,0.576,0.5292454269381771,0.587235942834974,0.5417824561103511,0.5152291228391109,0.72,1.162921127436313,0.5611322864902245,0.09449841984029914,0.9309099187400276,0.0,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_color,500,0.45,0.37019814852330774,0.44405241758286507,0.3971192886738121,0.3698441796516957,0.746,1.2928409485301058,0.6749145715094769,0.1932540504984903,0.9185894811737163,0.0,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_jpeg,500,0.752,0.7447129747548535,0.7576167338466102,0.7237331191284047,0.716691874997144,0.91,1.0058353880988529,0.5048401084555458,0.31115591214435184,0.9671374571427271,0.715122046969943,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_resolution,500,0.498,0.4589578667075206,0.5095201400993361,0.4504603811720842,0.42753401725152473,0.694,1.2699612584102635,0.6280864006904665,0.10717672901557562,0.8870308067985662,0.0,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_occlusion,500,0.44,0.35399806501905606,0.4520271629010069,0.3915791991865965,0.3618728121353558,0.648,1.3277351536213375,0.651101380199101,0.0660445577437078,0.8940665053103698,0.0,1.0
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_rotation,500,0.66,0.6565440039071792,0.670135180312635,0.6236266231106316,0.6119890809162535,0.836,1.052767315757391,0.5291856098103246,0.2181746938143738,0.9524038298522737,0.6136763952165475,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,train,4000,0.82625,0.822048102262332,0.8250695000327013,0.804106287075263,0.8013891187956693,0.93775,0.9015739517383694,0.4583342397634429,0.3530278548774708,0.9759036704723287,0.8109872788689413,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,val_clean,500,0.808,0.80412797659529,0.810946112475516,0.7845688381728801,0.7803877072019106,0.928,0.9335182394013245,0.4750451219218388,0.3427368889076248,0.9710550146490313,0.7934818251002905,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_clean,500,0.762,0.7567641558046314,0.7689826122140893,0.7343255659075999,0.7281006804337593,0.91,0.9639186439769556,0.48617748939686656,0.3020675411016229,0.968021582023159,0.7309814328556731,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_blur,500,0.494,0.4746576520090354,0.5064584457192789,0.4432242950575441,0.42331976349272205,0.71,1.2522211191236834,0.6241889663049773,0.1184611300312813,0.8958571373457112,0.0,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_noise,500,0.504,0.4050395399979003,0.5063211531915274,0.457419172660799,0.4338778454486518,0.78,1.2271956950422869,0.6474934334958674,0.1994055632393747,0.9400632141854275,0.0,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_brightness,500,0.53,0.47486115327207695,0.5395154418470905,0.49309080098407077,0.46224502405023316,0.694,1.2430230415638313,0.5832760233074293,0.10000579528742914,0.9135358095540791,0.0,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_color,500,0.44,0.36564195025319757,0.43741878227970665,0.3793561260181205,0.3593322411473444,0.752,1.223078249833069,0.6334747769524097,0.07469735265895827,0.9215691611221296,0.0,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_jpeg,500,0.72,0.7130985816845383,0.7280935550128935,0.6877603519730174,0.6802295038532344,0.88,0.9867610831170891,0.49673193179671604,0.26531709700121026,0.9632251996869556,0.6735768000116794,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_resolution,500,0.47,0.43882390916370223,0.4829892072324692,0.4261167650618347,0.39625908459207615,0.686,1.2870980198514301,0.647493327089905,0.1017855375266756,0.8876481800196738,0.0,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_occlusion,500,0.48,0.403187479432935,0.49084067924851615,0.44212722414027067,0.40527384851867443,0.648,1.3674486865960098,0.6579324512045189,0.09878777389711121,0.8944389040038294,0.0,1.0
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_rotation,500,0.632,0.6199577780423329,0.6420439698089924,0.5929474785572634,0.5800237377887336,0.814,1.0481126134186178,0.5253690001344373,0.17665216608118595,0.9467695288173267,0.5585019760781685,1.0
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,train,4000,0.6345,0.582435325083893,0.6315288528689109,0.5992934599337861,0.5818682096930928,0.8655,1.1176036172232406,0.5611133571993175,0.2233360190457814,0.9565492742918438,0.4828230896604143,0.84725
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,val_clean,500,0.6,0.5580557281365005,0.6283128511418921,0.5651952737007281,0.5459354411010158,0.856,1.1368820388363108,0.57894819297958,0.1982604947777844,0.9534742728311985,0.49123147902987563,0.836
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_clean,500,0.602,0.537941950480494,0.6010337282660593,0.5638019547138171,0.5449119324548686,0.842,1.1529630801240274,0.5758350480269883,0.19398013550785365,0.9534169505142167,0.42336198423180843,0.856
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_blur,500,0.456,0.3775220872915531,0.4610666980444838,0.3969539537683873,0.3783596006874612,0.672,1.3788274215149832,0.6610354367159623,0.05312493812810063,0.9064951433435511,0.0,0.868
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_noise,500,0.504,0.4183312341744661,0.5014726792559897,0.4585326225439183,0.43196133672324155,0.692,1.5499313973529147,0.7201356681235891,0.21338115767308424,0.914366682455302,0.0,0.872
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_brightness,500,0.448,0.3801353804825365,0.4455720257737681,0.41065400172811,0.36703054765617826,0.614,1.727876137594305,0.7792199917932277,0.16925500232073257,0.8913641321720499,0.0,0.866
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_color,500,0.39,0.2947257009167603,0.3738056944342328,0.35799962953749265,0.2962718559503099,0.704,1.8427180827726823,0.7800611154490759,0.2591610794831173,0.9033815670349874,0.0,0.86
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_jpeg,500,0.58,0.4969427100514311,0.5799718446308013,0.5401505316338584,0.5197497209974571,0.822,1.1764641512528793,0.5905477179178988,0.18599465746282828,0.9517167307800891,0.0,0.882
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_resolution,500,0.48,0.41191174764154415,0.4875778084771248,0.42276615263328027,0.40612151667428054,0.66,1.3608745400011122,0.6574550389293016,0.05742097409239021,0.9055431341444402,0.0,0.84
