run,method,scenario,seed,status,error,path,n_train,originals_retained,fitted_vectors_or_images,train_seconds,training_cpu_core_percent,epochs,model_mb,batch1_median_ms,batch1_p95_ms,rss_peak_mb,vram_peak_mb,fit_cpu_core_percent,fit_gpu_global_percent,evaluation,n,accuracy,macro_f1,balanced_accuracy,mcc,kappa,top2_accuracy,nll,brier,ece,auroc_macro,multiclass_gmean,score_argmax_agreement,examples_per_class
few2__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p3_aug__seed43,16,16,576,0.5022207860602066,135.3986172763628,0,0.134123,12.803722464013845,13.452590769156814,383.963136,0.0,,,test_clean,500,0.354,0.3016624263915586,0.35955981892987443,0.28722965311707754,0.26524112829845314,0.554,2.0665865513682915,0.8811144301705822,0.222809912580688,0.8116537850363885,0.0,0.814,2
few2__polygarbor_p5__seed42,polygarbor_p5,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p5__seed42,16,16,400,0.24621974397450686,158.39509606523663,0,0.093572,16.59741048933938,16.998061496997252,381.120512,0.0,112.9,32.0,test_clean,500,0.368,0.2454426110836174,0.37781440162271807,0.3203369448336428,0.2780773096956959,0.536,2.4434749987904087,0.9019209268390214,0.272798628875832,0.8430921563196215,0.0,0.846,2
few2__polygarbor_p5__seed43,polygarbor_p5,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p5__seed43,16,16,400,0.24873456789646298,160.81399677687833,0,0.093289,17.623510502744466,20.885315316263586,384.729088,0.0,103.4,45.0,test_clean,500,0.348,0.29718214692298983,0.3576203487056171,0.2721607199305393,0.25820074999089815,0.478,2.5820272116279135,1.0273319771888039,0.28725569758275293,0.8197014781626956,0.0,0.68,2
few2__resnet18__seed42,resnet18,few2,42,complete,,runs/2026-09-12/few2__resnet18__seed42,16,16,16,21.24393314588815,114.71510399060408,9,45.011183,3.8455240428447723,6.062917073722929,2362.585088,4007.657472,117.11279069767441,54.08139534883721,test_clean,500,0.126,0.02797513321492007,0.125,0.0,0.0,0.246,3.0676232105586103,1.2866779889399609,0.5518373637205443,0.41693153136117356,0.0,1.0,2
few2__resnet18__seed43,resnet18,few2,43,complete,,runs/2026-09-12/few2__resnet18__seed43,16,16,16,24.718231257167645,115.09723209564292,17,45.011183,3.717413987033069,4.716108174761757,2368.610304,4041.211904,117.36831683168316,64.38613861386139,test_clean,500,0.158,0.11631691554886243,0.15631497623925192,0.03702998518661905,0.03373881110856103,0.316,3.3135932813805566,1.027719806809782,0.22364332583323493,0.42901635865697485,0.0,1.0,2
few2__yolo11n__seed42,yolo11n,few2,42,complete,,runs/2026-09-12/few2__yolo11n__seed42,16,16,16,37.54832062008791,313.40948957659265,32,3.204328,4.106797510758042,5.244503484573215,2618.052608,817.88928,333.989349112426,55.680473372781066,test_clean,500,0.636,0.6202125169869306,0.6494099221164028,0.5939827747088257,0.5841330774152271,0.74,1.4362132856212262,0.5588398743772315,0.17284520794252908,0.900363768717284,0.5497239568544452,1.0,2
few2__yolo11n__seed43,yolo11n,few2,43,complete,,runs/2026-09-12/few2__yolo11n__seed43,16,16,16,68.35715009993874,330.4409263255731,64,3.206696,4.39842400373891,5.829712381819263,2608.656384,1220.542464,342.63333333333327,61.11526479750779,test_clean,500,0.698,0.7043442838706372,0.708989725880149,0.6617190211648794,0.6550763172201435,0.838,1.2990594661767016,0.47675037098642875,0.18337236378584715,0.9286160094899596,0.6715424590461517,1.0,2
few50__polygarbor__seed42,polygarbor,few50,42,complete,,runs/2026-09-12/few50__polygarbor__seed42,400,400,400,2.3273612500634044,109.56614491757695,0,0.094082,15.787964046467096,21.142288710689172,452.68992,0.0,,,test_clean,500,0.686,0.6675760904616215,0.6900805312306746,0.6508114770557271,0.6406878653197421,0.838,0.8947042771973395,0.4342010388736826,0.06873198183159177,0.9539768172073297,0.6186633964471401,1.0,50
few50__polygarbor__seed43,polygarbor,few50,43,complete,,runs/2026-09-12/few50__polygarbor__seed43,400,400,400,2.411365265958011,109.89624995478158,0,0.093938,15.146781515795738,17.068465007469058,448.131072,0.0,197.9,49.0,test_clean,500,0.684,0.6780423910551538,0.6881640761875668,0.647174054169984,0.6383181335384391,0.838,0.9030347520819485,0.44229744981724606,0.05315853480247306,0.9455956380852792,0.6399980655506603,1.0,50
few50__polygarbor_aug__seed42,polygarbor_aug,few50,42,complete,,runs/2026-09-12/few50__polygarbor_aug__seed42,400,400,1600,7.3028722539311275,107.76581769951662,0,0.372906,15.572901931591332,19.81947753229178,454.119424,0.0,247.7,45.0,test_clean,500,0.704,0.6832529396348581,0.7108532851396386,0.6728022770552438,0.6615193208430914,0.864,0.947807383353618,0.4651110894910761,0.19092132120413327,0.9582931905544436,0.6221977596861944,1.0,50
few50__polygarbor_aug__seed43,polygarbor_aug,few50,43,complete,,runs/2026-09-12/few50__polygarbor_aug__seed43,400,400,1600,7.270661036018282,107.96817457328457,0,0.372379,16.03902445640415,16.361382853938267,453.050368,0.0,309.0,36.0,test_clean,500,0.72,0.7133624650828864,0.7255338251475996,0.687624324466871,0.6798653605173376,0.862,0.8765293333870847,0.4327602632041829,0.1484031759983979,0.955141860112759,0.6810119275857737,1.0,50
few50__polygarbor_p3__seed42,polygarbor_p3,few50,42,complete,,runs/2026-09-12/few50__polygarbor_p3__seed42,400,400,2800,2.898290504934266,147.6732574844864,0,0.649955,30.2823560195975,34.1794062696863,483.586048,0.0,371.0,39.0,test_clean,500,0.558,0.4940806372225963,0.5566425875548366,0.5175401345229141,0.4942282518148281,0.862,1.1897338655996497,0.5887285519985753,0.1697382953010231,0.9496850655007171,0.0,0.858,50
few50__polygarbor_p3__seed43,polygarbor_p3,few50,43,complete,,runs/2026-09-12/few50__polygarbor_p3__seed43,400,400,2800,2.976647603092715,149.83298645651215,0,0.649232,30.96487547736615,41.39094090787694,512.724992,0.0,341.15,36.0,test_clean,500,0.596,0.5195060831160644,0.5963624238509952,0.5578874500397596,0.5380977860706756,0.828,1.1956591214091932,0.5819483578702948,0.16831710602158106,0.9484717166423953,0.0,0.876,50
few50__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few50,42,complete,,runs/2026-09-12/few50__polygarbor_p3_aug__seed42,400,400,2800,9.915089256945066,113.66513914240238,0,0.649702,27.52275497186929,28.41881226049736,480.182272,0.0,373.9,38.5,test_clean,500,0.536,0.46539302487397427,0.536102803517492,0.49577442849798725,0.4689398482816084,0.798,1.2993072390149214,0.6234645942783252,0.19039274862138683,0.9450188663892358,0.0,0.884,50
few50__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few50,43,complete,,runs/2026-09-12/few50__polygarbor_p3_aug__seed43,400,400,2800,9.924005895038135,115.17526411098608,0,0.648988,29.346099006943405,32.64187356689945,481.087488,0.0,301.3666666666666,39.0,test_clean,500,0.592,0.5465951302391479,0.5931659309542066,0.5519346019595565,0.5334049998856385,0.82,1.1860336911417393,0.5874287700409591,0.19846349418829948,0.9443878042883864,0.4685146296689603,0.852,50
few50__polygarbor_p5__seed42,polygarbor_p5,few50,42,complete,,runs/2026-09-12/few50__polygarbor_p5__seed42,400,400,2800,3.9893643520772457,138.11724158839908,0,0.648693,36.832113517448306,45.164668059442185,502.165504,0.0,346.5,45.0,test_clean,500,0.558,0.483586403045978,0.5595528436970946,0.5179381394395604,0.494626114795335,0.79,1.3411327765003351,0.6498788017824649,0.21903408897649357,0.9254402430419928,0.0,0.804,50
few50__polygarbor_p5__seed43,polygarbor_p5,few50,43,complete,,runs/2026-09-12/few50__polygarbor_p5__seed43,400,400,2800,3.993599190027453,138.97238395528242,0,0.648012,39.26246799528599,43.406743137165904,487.07584,0.0,348.5,34.5,test_clean,500,0.604,0.5397569913524028,0.6003181384923157,0.5673334907965354,0.5467365028203062,0.798,1.321563680352855,0.6520097380790634,0.2488799877170868,0.9227996213042733,0.0,0.794,50
few50__resnet18__seed42,resnet18,few50,42,complete,,runs/2026-09-12/few50__resnet18__seed42,400,400,400,36.554166022804566,106.33534896063746,15,45.011183,4.161533957812935,5.619112437125295,2568.720384,3860.856832,106.47312500000001,69.00625,test_clean,500,0.334,0.2827617326435811,0.3499286057435679,0.30632517551663285,0.24395504597570672,0.484,2.552659671239686,0.8942579980564884,0.19882070464905613,0.821336179853094,0.0,1.0,50
few50__resnet18__seed43,resnet18,few50,43,complete,,runs/2026-09-12/few50__resnet18__seed43,400,400,400,65.06651176908053,86.81885422178713,64,45.011183,3.3503079903312027,4.606184380827472,2580.369408,3997.171712,85.76295081967213,70.04262295081968,test_clean,500,0.852,0.8529394754831139,0.8549706680759906,0.831776566901913,0.83084863696003,0.966,0.41391660742214925,0.2171568135987518,0.029708505924416567,0.9837796832295851,0.8483154178366221,1.0,50
few50__yolo11n__seed42,yolo11n,few50,42,complete,,runs/2026-09-12/few50__yolo11n__seed42,400,400,400,44.07174990605563,312.64926011269444,18,3.20324,3.9776809862814844,5.81772299483418,2722.861056,681.5744,339.0438144329897,55.07216494845361,test_clean,500,0.88,0.880027731424098,0.8838685936684461,0.863661598874648,0.8628402134206279,0.968,0.3742059933119543,0.17385485769708633,0.04578435518242108,0.9885995621869268,0.8738875985861494,1.0,50
few50__yolo11n__seed43,yolo11n,few50,43,complete,,runs/2026-09-12/few50__yolo11n__seed43,400,400,400,40.1224154678639,318.6996558131392,18,3.20324,3.005679987836629,4.2122865619603544,2689.37216,681.5744,344.0713483146067,39.07865168539326,test_clean,500,0.894,0.8954931394290606,0.8964743930028083,0.8789954026865388,0.8787984120305153,0.966,0.3387865221269634,0.15982530275128468,0.018139733519251324,0.9867419384972161,0.8903171658826136,1.0,50
few5__polygarbor__seed42,polygarbor,few5,42,complete,,runs/2026-09-12/few5__polygarbor__seed42,40,40,40,0.3044990081107244,98.52248841838977,0,0.010402,6.224568991456181,7.353560795309022,384.147456,0.0,,,test_clean,500,0.486,0.43141142055713344,0.5002856191675445,0.4369556467440506,0.41308925154035525,0.664,2.082449262261549,0.6684539608309918,0.17354124443347624,0.8470570397498259,0.0,1.0,5
few5__polygarbor__seed43,polygarbor,few5,43,complete,,runs/2026-09-12/few5__polygarbor__seed43,40,40,40,0.31113625795114785,99.63480374848298,0,0.010382,5.499486986082047,6.651095539564267,383.901696,0.0,,,test_clean,500,0.452,0.40368778265879807,0.4654178142015229,0.40195076237165284,0.3748146119971707,0.644,1.9666447967821898,0.7529309527689668,0.21165773675996788,0.8609722360880672,0.0,1.0,5
few5__polygarbor_aug__seed42,polygarbor_aug,few5,42,complete,,runs/2026-09-12/few5__polygarbor_aug__seed42,40,40,160,0.7715659779496491,99.79703900970205,0,0.038281,6.058944563847035,6.200085050659254,387.039232,0.0,,,test_clean,500,0.536,0.5116674946999014,0.545496697474731,0.48007864586513843,0.46888878714344584,0.69,1.5887670342849305,0.6071068782231205,0.10326537096902466,0.8648497084133812,0.0,1.0,5
few5__polygarbor_aug__seed43,polygarbor_aug,few5,43,complete,,runs/2026-09-12/few5__polygarbor_aug__seed43,40,40,160,0.8153564820531756,100.56950769988748,0,0.038181,5.962657975032926,6.07946224627085,386.994176,0.0,,,test_clean,500,0.494,0.45303416834028964,0.5082217103960027,0.4448151107514228,0.42252736718129447,0.628,1.645331288660025,0.6717557334161749,0.16028203976917235,0.8560753584610689,0.0,1.0,5
few5__polygarbor_p3__seed42,polygarbor_p3,few5,42,complete,,runs/2026-09-12/few5__polygarbor_p3__seed42,40,40,360,0.3323224618798122,141.42889931104932,0,0.084531,13.137537462171167,13.616014621220529,388.829184,0.0,,,test_clean,500,0.378,0.24755656186802544,0.38712418778148316,0.334365522586032,0.28990894395075484,0.582,2.5146762185004863,0.8619524016059961,0.30470083194220665,0.8625607089171715,0.0,0.946,5
few5__polygarbor_p3__seed43,polygarbor_p3,few5,43,complete,,runs/2026-09-12/few5__polygarbor_p3__seed43,40,40,360,0.33266568393446505,138.27696159085036,0,0.084368,13.668780447915196,14.125434990273789,388.829184,0.0,,,test_clean,500,0.358,0.2585773370024792,0.3705133570570286,0.29752998212456183,0.2697408831357918,0.658,2.1298739748926603,0.8378627076438868,0.251037550648779,0.8688268776730572,0.0,0.858,5
few5__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few5,42,complete,,runs/2026-09-12/few5__polygarbor_p3_aug__seed42,40,40,1440,1.2469548509689048,149.96533343183827,0,0.334731,22.36580045428127,24.167058937018737,393.568256,0.0,345.4,40.0,test_clean,500,0.444,0.3774183488126263,0.4531326996023424,0.40726665540852675,0.3641470421401255,0.668,1.7209555636251817,0.7045558138168482,0.14043419798848208,0.8860072781216319,0.0,0.87,5
few5__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few5,43,complete,,runs/2026-09-12/few5__polygarbor_p3_aug__seed43,40,40,1440,1.2042020100634545,144.49402886383757,0,0.333911,20.67433053161949,23.48411657148972,390.57408,0.0,362.7,32.0,test_clean,500,0.376,0.30142436445831167,0.388432025210514,0.32030276528981294,0.2905285562256119,0.668,1.6014985710964298,0.7201933244214865,0.14585011031012318,0.8802739563790947,0.0,0.85,5
few5__polygarbor_p5__seed42,polygarbor_p5,few5,42,complete,,runs/2026-09-12/few5__polygarbor_p5__seed42,40,40,1000,0.5874705248279497,195.75450195340372,0,0.232391,32.140396535396576,42.44020855403505,401.534976,0.0,99.5,50.0,test_clean,500,0.368,0.24338547441042402,0.3751183231913455,0.32366018799582486,0.2776878697278071,0.528,2.163131076251113,0.8651342520914886,0.2626367341952972,0.8598457653489682,0.0,0.894,5
few5__polygarbor_p5__seed43,polygarbor_p5,few5,43,complete,,runs/2026-09-12/few5__polygarbor_p5__seed43,40,40,1000,0.5896220790455118,188.25617958487635,0,0.23185,28.918215015437454,34.484311187407,390.975488,0.0,,,test_clean,500,0.454,0.3765121413210414,0.46803263937244133,0.40441318988799213,0.3788961186695181,0.594,1.7229279646779223,0.7445240088815449,0.09804106094245271,0.8694210275080292,0.0,0.78,5
few5__resnet18__seed42,resnet18,few5,42,complete,,runs/2026-09-12/few5__resnet18__seed42,40,40,40,42.00254352716729,112.37414698343446,53,45.011183,4.075732489582151,5.352513748221099,2408.742912,4240.441344,113.36612903225806,69.6989247311828,test_clean,500,0.328,0.2543876560668053,0.33334317223767296,0.2951095308233566,0.22647303936239283,0.514,2.080615928583353,0.8909375187208011,0.20299165726021695,0.7290423688735048,0.0,1.0,5
few5__resnet18__seed43,resnet18,few5,43,complete,,runs/2026-09-12/few5__resnet18__seed43,40,40,40,29.943461230956018,113.38034617354778,9,45.011183,4.349945462308824,6.071374495513735,2395.045888,4152.36096,114.92539682539682,62.62698412698413,test_clean,500,0.116,0.025985663082437275,0.125,0.0,0.0,0.252,2.349963202017527,0.9343853661713897,0.13043713556047304,0.3774868567351174,0.0,1.0,5
few5__yolo11n__seed42,yolo11n,few5,42,complete,,runs/2026-09-12/few5__yolo11n__seed42,40,40,40,41.41171105403919,315.0075103870315,32,3.204328,3.6856314982287586,6.1981936858501285,2618.216448,840.957952,334.081914893617,59.515957446808514,test_clean,500,0.74,0.7415490293968745,0.75155905284755,0.7066970323960623,0.7031394148649512,0.87,1.0631391251233868,0.3944163147834743,0.12607783913233994,0.9439651101590426,0.7264987706092277,1.0,5
few5__yolo11n__seed43,yolo11n,few5,43,complete,,runs/2026-09-12/few5__yolo11n__seed43,40,40,40,36.23533140809741,306.9379958124131,28,3.204008,4.561660462059081,6.615127110853789,2629.271552,801.112064,328.7679012345679,63.27160493827161,test_clean,500,0.766,0.7719104616718921,0.7728391205705054,0.7345349472920427,0.7325384161702244,0.892,0.8036072922277276,0.3525914119406724,0.07695498169668104,0.9534480609959375,0.7599742315632846,1.0,5
full__polygarbor__seed42,polygarbor,full,42,complete,,runs/2026-09-12/full__polygarbor__seed42,4000,2800,2800,21.188544355798513,106.75579983298735,0,0.650821,21.25645545311272,21.676880860468373,1240.313856,0.0,304.76666666666665,24.666666666666668,test_clean,500,0.786,0.7802214916655392,0.7886605158403345,0.7603985178620036,0.7552461948789269,0.916,0.8752706538765473,0.44284457768427943,0.2758577855884431,0.9750961250242095,0.7623790057575974,1.0,500
full__polygarbor__seed43,polygarbor,full,43,complete,,runs/2026-09-12/full__polygarbor__seed43,4000,2800,2800,19.95209352299571,106.35475407902922,0,0.650708,25.325911003164947,26.506223279284313,1223.61856,0.0,305.25,43.0,test_clean,500,0.808,0.805394756854946,0.8122542418676053,0.7849713482360123,0.7805132332229803,0.93,0.8629089491666254,0.43330912885398637,0.2958890208541362,0.9764023498335535,0.7923421495822015,1.0,500
full__polygarbor_aug__seed42,polygarbor_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_aug__seed42,4000,2170,2800,87.29511720407754,101.63225944538385,0,0.650628,23.466211452614516,26.320344640407708,1263.095808,0.0,305.3,46.0,test_clean,500,0.802,0.8014379358295276,0.8069732594181283,0.7776795571688405,0.7737225610034832,0.934,0.9840650620322284,0.4939955168062067,0.3551744071904416,0.9715635666970187,0.7884210386468858,1.0,500
full__polygarbor_aug__seed43,polygarbor_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_aug__seed43,4000,2164,2800,70.02530039206613,101.70609708383235,0,0.650339,19.404371036216617,21.508676139637828,1176.33024,0.0,333.5,0.0,test_clean,500,0.762,0.7567641558046314,0.7689826122140893,0.7343255659075999,0.7281006804337593,0.91,0.9639186439769556,0.48617748939686656,0.3020675411016229,0.968021582023159,0.7309814328556731,1.0,500
full__polygarbor_p3__seed42,polygarbor_p3,full,42,complete,,runs/2026-09-12/full__polygarbor_p3__seed42,4000,2065,2800,29.74173668399453,105.87814805362827,0,0.649213,37.70772798452526,45.07630636799148,1511.723008,0.0,337.3,72.0,test_clean,500,0.602,0.537941950480494,0.6010337282660593,0.5638019547138171,0.5449119324548686,0.842,1.1529630801240274,0.5758350480269883,0.19398013550785365,0.9534169505142167,0.42336198423180843,0.856,500
full__polygarbor_p3__seed43,polygarbor_p3,full,43,complete,,runs/2026-09-12/full__polygarbor_p3__seed43,4000,2061,2800,28.57052289810963,106.0883628489889,0,0.649264,30.00152052845806,30.4251488763839,1455.378432,0.0,329.59999999999997,82.0,test_clean,500,0.566,0.5070611862736639,0.5665091744002688,0.5299084738336216,0.5032324231269344,0.878,1.1318109760538844,0.564810816811633,0.16164871882044451,0.9590676624450458,0.3921775661989724,0.88,500
full__polygarbor_p3_aug__seed42,polygarbor_p3_aug,full,42,complete,,runs/2026-09-12/full__polygarbor_p3_aug__seed42,4000,2040,2800,106.45925750990864,101.73845143520666,0,0.648779,33.46848051296547,51.30010355496778,1358.032896,0.0,376.3,62.0,test_clean,500,0.562,0.5089587665923312,0.5618646207868889,0.5296940294689539,0.497982761782505,0.854,1.1897088545185883,0.596754579948461,0.17673603138952018,0.9485220934237468,0.37797791006793413,0.866,500
full__polygarbor_p3_aug__seed43,polygarbor_p3_aug,full,43,complete,,runs/2026-09-12/full__polygarbor_p3_aug__seed43,4000,2021,2800,90.71109505195636,101.6744423018746,0,0.649106,30.01613699598238,32.70252937218174,1338.601472,0.0,308.55,37.0,test_clean,500,0.646,0.6353919074107965,0.6523061707011082,0.6099609297793004,0.5950990977801365,0.876,1.1780960444697344,0.5919167311927943,0.283606400691439,0.9430981907513925,0.5827471600732389,0.832,500
full__polygarbor_p5__seed42,polygarbor_p5,full,42,complete,,runs/2026-09-12/full__polygarbor_p5__seed42,4000,2048,2800,40.17375782690942,105.86512763690806,0,0.647763,45.43516400735825,64.92872902308588,1519.37024,0.0,381.0,46.0,test_clean,500,0.496,0.4090245831067274,0.496205439826311,0.45394120891105355,0.4228337944555398,0.766,1.3149113031812087,0.6481621688497239,0.14923684598843948,0.9278797375161489,0.0,0.844,500
full__polygarbor_p5__seed43,polygarbor_p5,full,43,complete,,runs/2026-09-12/full__polygarbor_p5__seed43,4000,2047,2800,33.13196682895068,105.00433065024238,0,0.647886,37.320212461054325,39.76985081098974,1598.799872,0.0,354.40000000000003,0.0,test_clean,500,0.538,0.44485347104754014,0.5391553701393674,0.4987772967652431,0.4715240696764629,0.804,1.2854602564282513,0.6350042502028962,0.1930479541129669,0.9330016465315814,0.0,0.822,500
full__resnet18__seed42,resnet18,full,42,complete,,runs/2026-09-12/full__resnet18__seed42,4000,4000,4000,145.91288487811107,60.41275934859109,26,45.008671,3.29955096822232,4.3003666622098535,3831.107584,2975.858688,59.2965811965812,87.42450142450143,test_clean,500,0.906,0.9052183436240924,0.9062096158586955,0.8929067115156252,0.8924568797850968,0.972,0.27781778549044417,0.13836417263100032,0.017865876589017726,0.9920853765487601,0.8976439302040289,1.0,500
full__resnet18__seed43,resnet18,full,43,complete,,runs/2026-09-12/full__resnet18__seed43,4000,4000,4000,201.796200879151,60.29350377753845,40,45.008671,3.2373489812016487,4.538703890284523,3859.419136,2975.858688,59.36472986748216,87.25993883792049,test_clean,500,0.91,0.9103160993038801,0.9099395811780402,0.8977480917973878,0.8970242290547282,0.98,0.2792793682563039,0.1384499660090638,0.03596272825400398,0.9930018209090608,0.9035879293806349,1.0,500
full__yolo11n__seed42,yolo11n,full,42,complete,,runs/2026-09-12/full__yolo11n__seed42,4000,4000,4000,307.72932735295035,349.68392816385335,28,3.204008,3.7735715159215033,5.717513215495273,3491.762176,799.014912,365.0533009034051,46.485059068797774,test_clean,500,0.962,0.9624340166603458,0.9634238832021609,0.9567269772920374,0.9565563350009604,0.99,0.15834416495341838,0.07322455875481632,0.02195711994271067,0.9976083171783148,0.9627325129875509,1.0,500
full__yolo11n__seed43,yolo11n,full,43,complete,,runs/2026-09-12/full__yolo11n__seed43,4000,4000,4000,231.88509228208568,344.16615235840885,21,3.203496,2.9438204946927726,4.274142312351614,3467.583488,706.740224,364.9997172478793,39.51272384542884,test_clean,500,0.938,0.9395589339521517,0.9403228472723795,0.9293938968959065,0.9291133683040717,0.984,0.18211784039424128,0.09407963028929614,0.01618784160513835,0.9961715042366805,0.9380305354708894,1.0,500
