vectors,method,scenario,seed,images_per_class,fitted_vectors,status,error,fit_seconds,val_macro_f1,macro_f1,multiclass_gmean,balanced_accuracy,accuracy,recall_tumor,recall_stroma,recall_complex,recall_lympho,recall_debris,recall_mucosa,recall_adipose,recall_empty,C,gamma,selection_val_macro_f1
polygarbor,pmd_l3,few50,42,50,400,complete,,0.053679641998314764,0.7134573303854046,0.6675760904616215,0.6186633964471401,0.6900805312306746,0.686,0.8059701492537313,0.6896551724137931,0.2647058823529412,0.7619047619047619,0.8676470588235294,0.25,0.9824561403508771,0.8983050847457628,,,
polygarbor,pmd_l1,few50,42,50,400,complete,,0.010124129003088456,0.6889728161061037,0.6883906801282063,0.664117564341064,0.7008533397822674,0.696,0.835820895522388,0.8275862068965517,0.3235294117647059,0.9047619047619048,0.6911764705882353,0.5166666666666667,0.9649122807017544,0.5423728813559322,,,
polygarbor,nearest_centroid,few50,42,50,400,complete,,0.0013855500001227483,0.6793922515312748,0.6090205783359324,0.5708108632010108,0.6114545734107235,0.608,0.6716417910447762,0.25862068965517243,0.5735294117647058,0.5873015873015873,0.4411764705882353,0.5166666666666667,0.8596491228070176,0.9830508474576272,,,
polygarbor,svm_default,few50,42,50,400,complete,,0.00362962000144762,0.8140783764506054,0.7749379636244687,0.7619172886405347,0.7733386528951055,0.772,0.7910447761194029,0.5862068965517241,0.7058823529411765,0.6349206349206349,0.8382352941176471,0.7,0.9473684210526315,0.9830508474576272,1.0,scale,
polygarbor,svm_tuned,few50,42,50,400,complete,,0.3592139030006365,0.864633208685131,0.8277896090609698,0.8206429665788504,0.829198828181191,0.826,0.7910447761194029,0.6206896551724138,0.75,0.873015873015873,0.75,0.8833333333333333,0.9824561403508771,0.9830508474576272,100.0,0.01,0.864633208685131
polygarbor,pmd_l3,few100,42,100,800,complete,,0.10856497200074955,0.7445745299056583,0.7114389435645015,0.6734791725847649,0.7284424518063085,0.724,0.7761194029850746,0.6896551724137931,0.3088235294117647,0.9206349206349206,0.8676470588235294,0.35,0.9824561403508771,0.9322033898305084,,,
polygarbor,pmd_l1,few100,42,100,800,complete,,0.012467440999898827,0.7682080303822314,0.7726778214202996,0.7575847477664491,0.7814377208436116,0.778,0.8805970149253731,0.8103448275862069,0.4117647058823529,0.9523809523809523,0.8529411764705882,0.7,0.9824561403508771,0.6610169491525424,,,
polygarbor,nearest_centroid,few100,42,100,800,complete,,0.0014842249984212685,0.6970721661116147,0.6521482544179877,0.6320960586253166,0.6529415896581123,0.648,0.6865671641791045,0.46551724137931033,0.5147058823529411,0.6190476190476191,0.5441176470588235,0.5333333333333333,0.8771929824561403,0.9830508474576272,,,
polygarbor,svm_default,few100,42,100,800,complete,,0.008366431000467855,0.8567085980530386,0.8094884812353224,0.8016193917561998,0.8090641802957977,0.806,0.746268656716418,0.6551724137931034,0.7352941176470589,0.7142857142857143,0.8235294117647058,0.85,0.9649122807017544,0.9830508474576272,1.0,scale,
polygarbor,svm_tuned,few100,42,100,800,complete,,0.7585434180000448,0.8868600771556668,0.8614146676905912,0.85609178993025,0.8627459367655752,0.86,0.8059701492537313,0.6724137931034483,0.7941176470588235,0.9365079365079365,0.7941176470588235,0.9333333333333333,0.9824561403508771,0.9830508474576272,100.0,0.01,0.8868600771556668
polygarbor,pmd_l3,full,42,500,2800,complete,,0.3738934249995509,0.8242945851760157,0.7802214916655392,0.7623790057575974,0.7886605158403345,0.786,0.8656716417910447,0.8103448275862069,0.5147058823529411,0.9365079365079365,0.8676470588235294,0.45,1.0,0.864406779661017,,,
polygarbor,pmd_l1,full,42,500,2800,complete,,0.024958935999165988,0.8251120762935784,0.8135136252547794,0.8053569655388205,0.8168604942047599,0.814,0.8955223880597015,0.8620689655172413,0.5441176470588235,0.9365079365079365,0.8529411764705882,0.75,0.9649122807017544,0.7288135593220338,,,
polygarbor,nearest_centroid,full,42,500,2800,complete,,0.0042736539980978705,0.6951146238616359,0.6539271842610499,0.6324534710549621,0.6549360903369132,0.65,0.6716417910447762,0.4482758620689655,0.4852941176470588,0.6349206349206349,0.5882352941176471,0.5333333333333333,0.8947368421052632,0.9830508474576272,,,
polygarbor,svm_default,full,42,500,2800,complete,,0.04032360899873311,0.888001268582479,0.8756017547299352,0.8714776077002235,0.876164599234671,0.874,0.8208955223880597,0.7241379310344828,0.7794117647058824,0.9047619047619048,0.8970588235294118,0.9,1.0,0.9830508474576272,1.0,scale,
polygarbor,svm_tuned,full,42,500,2800,complete,,3.995323945000564,0.9277494785492515,0.9237905316916967,0.9228608461503395,0.924288469644046,0.922,0.8507462686567164,0.896551724137931,0.8529411764705882,0.9365079365079365,0.9411764705882353,0.9333333333333333,1.0,0.9830508474576272,10.0,0.1,0.9277494785492515
polygarbor,pmd_l3,few1,43,1,8,undefined,IndexError: tuple index out of range,,,,,,,,,,,,,,,,,
polygarbor,pmd_l1,few1,43,1,8,undefined,IndexError: tuple index out of range,,,,,,,,,,,,,,,,,
polygarbor,nearest_centroid,few1,43,1,8,complete,,0.0012372620003588963,0.45839483512829554,0.42888464700606815,0.29112531441279116,0.451400467096276,0.446,0.14925373134328357,0.10344827586206896,0.6617647058823529,0.031746031746031744,0.4117647058823529,0.5333333333333333,0.7368421052631579,0.9830508474576272,,,
polygarbor,svm_default,few1,43,1,8,complete,,0.0011052499976358376,0.45839483512829554,0.42888464700606815,0.29112531441279116,0.451400467096276,0.446,0.14925373134328357,0.10344827586206896,0.6617647058823529,0.031746031746031744,0.4117647058823529,0.5333333333333333,0.7368421052631579,0.9830508474576272,1.0,scale,
polygarbor,svm_tuned,few1,43,1,8,complete,,0.08193734599990421,0.45839483512829554,0.42888464700606815,0.29112531441279116,0.451400467096276,0.446,0.14925373134328357,0.10344827586206896,0.6617647058823529,0.031746031746031744,0.4117647058823529,0.5333333333333333,0.7368421052631579,0.9830508474576272,0.1,0.0001,0.45839483512829554
polygarbor,pmd_l3,few2,43,2,16,complete,,0.005047956001362763,0.19084309960528778,0.19572835796516197,0.0,0.27965162917042047,0.264,0.07462686567164178,0.034482758620689655,0.0,0.0,0.029411764705882353,0.9666666666666667,0.8947368421052632,0.23728813559322035,,,
polygarbor,pmd_l1,few2,43,2,16,complete,,0.005039823998231441,0.19084309960528778,0.19572835796516197,0.0,0.27965162917042047,0.264,0.07462686567164178,0.034482758620689655,0.0,0.0,0.029411764705882353,0.9666666666666667,0.8947368421052632,0.23728813559322035,,,
